ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PNLP-0466","10","Nutrición sostenible en los suelos agrarios.","2022-05-06","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0467","10","Incremento de ratio de profesionales sanitarios por paciente.","2022-05-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0468","10","Reducción del tipo impositivo de los productos sanitarios.","2022-05-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0469","10","Reconocimiento a canarias del estatus de plena autonomía interna (pai) para la delimitación de los espacios marítimos.","2022-05-11","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0470","10","Creación del servicio de pesca recreativa y deportiva en la dirección general de pesca.","2022-05-11","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0517","10","El estado de los palmerales en la isla de fuerteventura.","2022-09-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0518","10","Defensa y mejora asistencia sanitaria privada y su contribución a la sostenibilidad del sistema nacional de salud.","2022-09-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0519","10","Estabilización del personal de investigación en el sistema de ciencia, tecnología e innovación.","2022-09-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0520","10","Revisión de las remuneraciones de los profesionales sanitarios del sistema nacional de salud y obligatoriedad de la realización de guardias.","2022-09-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0471","10","Mejoras en el hospital del norte de tenerife.","2022-05-11","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0478","10","Creación de unidad oncohematológica pediátrica en tenerife.","2022-05-23","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0480","10","El plan de naturalización de los centros educativos de canarias para la neutralidad de la huella de carbono.","2022-05-26","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0491","10","Vacunación contra la rabia de las mascotas procedentes de ucrania.","2022-06-16","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0483","10","Implantación del programa canarias receta ejercicio físico.","2022-06-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0492","10","Vigilancia de los suelos y limitación de los residuos.","2022-06-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0487","10","Cese del director general de pesca.","2022-06-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0488","10","Mejora de la financiación de las cofradías de pescadores de canarias.","2022-06-09","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0489","10","Estabilización docentes en canarias.","2022-06-09","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0493","10","Ampliación de plazas en el máster universitario en formación del profesorado.","2022-06-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0494","10","Plan plurianual de bajada generalizada de ratios en todas las etapas educativas no universitarias.","2022-06-21","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0477","10","Ciudades amigables con las personas mayores.","2022-05-20","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0498","10","Impulso y apoyo al sector aeronáutico y aeroespacial canario.","2022-06-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0499","10","La tragedia en la frontera de melilla con marruecos y la importancia de la política migratoria en el frontera sur de la unión europea.","2022-06-29","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0501","10","Regulación de la publicidad sanitaria.","2022-07-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0500","10","Elaboración de currículos de contenidos claros, concisos y de alta calidad científica, libres de sesgo ideológico, para garantizar la igualdad de oportunidades del alumnado.","2022-06-29","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0503","10","Dotación de dispositivos de geolocalización para personas mayores.","2022-07-07","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0496","10","Elaboración de un plan estratégico para la protección del viñedo en canarias.","2022-06-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0497","10","El despliegue de la policía autonómica canaria.","2022-06-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0504","10","Apoyo a la designación de gran canaria como sede del mundial de fútbol 2030.","2022-07-12","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0528","10","Modificación del decreto 85/2016, de 4 de julio, sobre la creación y regulación del fondo de desarrollo de canarias (fdcan).","2022-09-28","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0513","10","Bonos gratuitos para uso recurrente de transporte público insular con las mismas condiciones que ofrece el estado al resto de ciudadanos de este país, del 1 de septiembre al 31 de diciembre de 2022.","2022-08-22","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0514","10","Garantizar la calidad asistencial a la ciudadanía y evitar el intrusismo laboral en las profesiones sanitarias.","2022-09-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0529","10","Mejora de la atención a la salud mental en canarias.","2022-09-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0530","10","La salud mental infanto-juvenil.","2022-09-30","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0531","10","Eliminación de la obligatoriedad del uso de mascarillas en el transporte público.","2022-09-30","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0523","10","Prevención, detección, diagnóstico y tratamiento de las enfermedades cardiovasculares.","2022-09-12","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0511","10","Enfermeras de salud mental.","2022-07-22","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0515","10","Elaboración de un plan de apoyo emocional para la población joven y adolescente a nivel regional propiciando la cooperación y coordinación de las diferentes administraciones públicas.","2022-09-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0516","10","Facilitar la renovación de certificados de vehículos especiales para el transporte terrestre de productos alimentarios a temperatura regulada en regiones extra peninsulares.","2022-09-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0484","10","Formación e información a empresas para la gestión telemática de los procesos de incapacidad temporal.","2022-06-03","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0485","10","La mujer en el currículo.","2022-06-06","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0481","10","Creación de centros exclusivos para mujeres mayores de 65 años víctimas de violencia.","2022-06-01","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0482","10","La reconstrucción y conexiones viarias de la palma.","2022-06-01","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0486","10","Desarrollo legislativo respecto a la ley 5/2018, de 14 de diciembre, de memoria histórica de canarias y de reconocimiento y reparación moral de las víctimas canarias de la guerra civil y la dictadura franquista y propuesta para el reconocimiento de las víctimas canarias del nazismo y del fascismo.","2022-06-07","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0547","10","El límite de la deducción por producciones audiovisuales en canarias.","2022-11-22","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0548","10","Implantación de estrategias de mejora de la seguridad del paciente con infecciones bucodentales.","2022-11-23","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0549","10","La música en la salud.","2022-11-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0556","10","La declaración de interés insular del proyecto dreamland studios.","2022-12-15","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0541","10","Acciones y medidas para la igualdad de mujeres y hombres en el ámbito rural.","2022-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0542","10","Contribuir a la buena salud de nuestro sistema sanitario.","2022-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0543","10","La reducción de la brecha de género en la formación profesional industrial y tecnológica.","2022-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0544","10","Las medidas de atención, detección y reducción de la brecha en el diagnóstico del alumnado de altas capacidades intelectuales.","2022-11-03","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0535","10","Los costes del suministro eléctrico de la producción de agua para el consumo humano.","2022-10-18","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0536","10","Creación en las plantillas orgánicas de las instituciones sanitarias del servicio canario de la salud de la categoría estatutaria de enfermera/o especialista en enfermería de salud mental.","2022-10-19","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0537","10","Análisis de las condiciones que determinan la fijación de indemnizaciones por residencia del personal en activo del sector público estatal en las islas canarias, y revisión y modificación de las cuantías de las mismas.","2022-10-20","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0534","10","Formación en lenguaje de signos para facilitar la plena inclusión de las personas sordas.","2022-10-14","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0539","10","Continuidad de las ayudas al coste del combustible mientras persista elevado precio en las islas verdes.","2022-10-27","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0540","10","Medidas para trabajar en la recuperación y reconstrucción tras la erupción volcánica acaecida en cumbre vieja.","2022-10-27","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0552","10","Plan de acción específico para la población gitana.","2022-11-30","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0553","10","Programación destinada a la audiencia infantil y juvenil canaria.","2022-12-02","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0554","10","Reducción del tipo impositivo del igic para los servicios prestados en el ámbito deportivo.","2022-12-02","Cerrada","Ordinario","Rechazada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0555","10","La inmediata revisión, por la vía de urgencia, de la ley orgánica 10/2022, de 6 de septiembre.","2022-12-02","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0545","10","Implantación y apertura de un consultorio local en la localidad de el cotillo.","2022-11-04","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0538","10","El pacto de estado contra la violencia de género.","2022-10-25","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0546","10","Para solicitar al gobierno de españa la no revisión del delito de sedición.","2022-11-14","En tramitación","Ordinario","","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0532","10","Incentivos a la conectividad con la isla de la palma.","2022-10-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0533","10","Centro canario náutico pesquero de san cristóbal.","2022-10-10","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0550","10","Contra la violencia obstétrica a la mujer.","2022-11-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
"10L/PNLP-0551","10","Reconocimiento del puro canario como un producto artesanal de la región.","2022-11-28","Cerrada","Ordinario","Aprobada","PROPOSICIONES NO DE LEY EN PLENO"
